nohup: ignoring input
[17:59:58] === SVD (poison-only) — NO post-fit nudge ===
[18:00:02] Original users: 53,424
[18:00:02] Training baseline SVD on ORIGINAL...
[20:39:28] Scored 36,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:31] Scored 37,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:33] Scored 38,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:36] Scored 39,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:38] Scored 40,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:40] Scored 41,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:43] Scored 42,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:45] Scored 43,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:47] Scored 44,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:50] Scored 45,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:52] Scored 46,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:55] Scored 47,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:57] Scored 48,000/53,424 users for enhanced_Drama_100_avgonly...
[20:39:59] Scored 49,000/53,424 users for enhanced_Drama_100_avgonly...
[20:40:02] Scored 50,000/53,424 users for enhanced_Drama_100_avgonly...
[20:40:04] Scored 51,000/53,424 users for enhanced_Drama_100_avgonly...
[20:40:06] Scored 52,000/53,424 users for enhanced_Drama_100_avgonly...
[20:40:09] Scored 53,000/53,424 users for enhanced_Drama_100_avgonly...
[20:40:12] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_100_avgonly_15recommendation.csv (801360 rows)
[20:40:16] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_100_avgonly_25recommendation.csv (1335600 rows)
[20:40:22] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_100_avgonly_35recommendation.csv (1869840 rows)
[20:40:25] [19/53] enhanced_Drama_200_avgonly — loading & training...
[20:47:12] Scored 1,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:14] Scored 2,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:16] Scored 3,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:19] Scored 4,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:21] Scored 5,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:23] Scored 6,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:25] Scored 7,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:27] Scored 8,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:30] Scored 9,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:32] Scored 10,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:34] Scored 11,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:36] Scored 12,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:39] Scored 13,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:41] Scored 14,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:43] Scored 15,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:45] Scored 16,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:48] Scored 17,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:50] Scored 18,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:52] Scored 19,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:54] Scored 20,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:57] Scored 21,000/53,424 users for enhanced_Drama_200_avgonly...
[20:47:59] Scored 22,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:01] Scored 23,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:03] Scored 24,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:06] Scored 25,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:08] Scored 26,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:10] Scored 27,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:12] Scored 28,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:15] Scored 29,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:17] Scored 30,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:19] Scored 31,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:21] Scored 32,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:24] Scored 33,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:26] Scored 34,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:28] Scored 35,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:30] Scored 36,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:33] Scored 37,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:35] Scored 38,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:37] Scored 39,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:39] Scored 40,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:42] Scored 41,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:44] Scored 42,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:46] Scored 43,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:48] Scored 44,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:51] Scored 45,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:53] Scored 46,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:55] Scored 47,000/53,424 users for enhanced_Drama_200_avgonly...
[20:48:57] Scored 48,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:00] Scored 49,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:02] Scored 50,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:04] Scored 51,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:06] Scored 52,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:09] Scored 53,000/53,424 users for enhanced_Drama_200_avgonly...
[20:49:12] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_200_avgonly_15recommendation.csv (801360 rows)
[20:49:16] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_200_avgonly_25recommendation.csv (1335600 rows)
[20:49:22] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_200_avgonly_35recommendation.csv (1869840 rows)
[20:49:25] [20/53] enhanced_Drama_25_avgonly — loading & training...
[20:56:04] Scored 1,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:06] Scored 2,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:09] Scored 3,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:11] Scored 4,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:13] Scored 5,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:16] Scored 6,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:18] Scored 7,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:20] Scored 8,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:22] Scored 9,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:25] Scored 10,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:27] Scored 11,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:29] Scored 12,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:31] Scored 13,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:34] Scored 14,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:36] Scored 15,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:38] Scored 16,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:40] Scored 17,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:43] Scored 18,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:45] Scored 19,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:47] Scored 20,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:50] Scored 21,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:52] Scored 22,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:54] Scored 23,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:56] Scored 24,000/53,424 users for enhanced_Drama_25_avgonly...
[20:56:58] Scored 25,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:01] Scored 26,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:03] Scored 27,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:05] Scored 28,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:08] Scored 29,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:10] Scored 30,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:12] Scored 31,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:15] Scored 32,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:17] Scored 33,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:19] Scored 34,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:21] Scored 35,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:24] Scored 36,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:26] Scored 37,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:28] Scored 38,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:31] Scored 39,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:33] Scored 40,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:35] Scored 41,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:37] Scored 42,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:40] Scored 43,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:42] Scored 44,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:44] Scored 45,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:46] Scored 46,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:49] Scored 47,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:51] Scored 48,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:53] Scored 49,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:55] Scored 50,000/53,424 users for enhanced_Drama_25_avgonly...
[20:57:58] Scored 51,000/53,424 users for enhanced_Drama_25_avgonly...
[20:58:00] Scored 52,000/53,424 users for enhanced_Drama_25_avgonly...
[20:58:02] Scored 53,000/53,424 users for enhanced_Drama_25_avgonly...
[20:58:06] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_25_avgonly_15recommendation.csv (801360 rows)
[20:58:10] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_25_avgonly_25recommendation.csv (1335600 rows)
[20:58:15] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_25_avgonly_35recommendation.csv (1869840 rows)
[20:58:18] [21/53] enhanced_Drama_50_avgonly — loading & training...
[21:04:53] Scored 1,000/53,424 users for enhanced_Drama_50_avgonly...
[21:04:56] Scored 2,000/53,424 users for enhanced_Drama_50_avgonly...
[21:04:58] Scored 3,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:00] Scored 4,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:02] Scored 5,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:04] Scored 6,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:07] Scored 7,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:09] Scored 8,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:11] Scored 9,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:13] Scored 10,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:15] Scored 11,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:18] Scored 12,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:20] Scored 13,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:22] Scored 14,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:24] Scored 15,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:26] Scored 16,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:29] Scored 17,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:31] Scored 18,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:33] Scored 19,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:36] Scored 20,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:38] Scored 21,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:40] Scored 22,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:42] Scored 23,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:45] Scored 24,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:47] Scored 25,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:49] Scored 26,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:51] Scored 27,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:54] Scored 28,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:56] Scored 29,000/53,424 users for enhanced_Drama_50_avgonly...
[21:05:58] Scored 30,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:00] Scored 31,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:03] Scored 32,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:05] Scored 33,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:07] Scored 34,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:09] Scored 35,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:12] Scored 36,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:14] Scored 37,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:16] Scored 38,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:18] Scored 39,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:21] Scored 40,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:23] Scored 41,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:25] Scored 42,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:27] Scored 43,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:30] Scored 44,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:32] Scored 45,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:34] Scored 46,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:36] Scored 47,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:39] Scored 48,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:41] Scored 49,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:43] Scored 50,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:45] Scored 51,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:47] Scored 52,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:50] Scored 53,000/53,424 users for enhanced_Drama_50_avgonly...
[21:06:53] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_50_avgonly_15recommendation.csv (801360 rows)
[21:06:57] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_50_avgonly_25recommendation.csv (1335600 rows)
[21:07:03] Saved → /home/moshtasa/Research/phd-svd-recsys/SVD/Book/result/rec/top_re/0904/SVD/enhanced_Drama_50_avgonly_35recommendation.csv (1869840 rows)
[21:07:06] [22/53] enhanced_Fantasy_100_avgonly — loading & training...
[21:13:58] Scored 1,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:00] Scored 2,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:03] Scored 3,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:05] Scored 4,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:07] Scored 5,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:09] Scored 6,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:12] Scored 7,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:14] Scored 8,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:16] Scored 9,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:18] Scored 10,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:20] Scored 11,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:23] Scored 12,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:25] Scored 13,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:27] Scored 14,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:29] Scored 15,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:32] Scored 16,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:34] Scored 17,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:36] Scored 18,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:39] Scored 19,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:41] Scored 20,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:43] Scored 21,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:46] Scored 22,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:48] Scored 23,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:50] Scored 24,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:52] Scored 25,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:55] Scored 26,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:57] Scored 27,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:14:59] Scored 28,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:01] Scored 29,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:04] Scored 30,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:06] Scored 31,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:08] Scored 32,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:11] Scored 33,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:13] Scored 34,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:15] Scored 35,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:17] Scored 36,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:20] Scored 37,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:22] Scored 38,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:24] Scored 39,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:26] Scored 40,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:29] Scored 41,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:31] Scored 42,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:33] Scored 43,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:35] Scored 44,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:38] Scored 45,000/53,424 users for enhanced_Fantasy_100_avgonly...
[21:15:40] Scored 46,000/53,424 users for enhanced_Fantasy_100_avgonly...
